index,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
13476,2021,AL,Alabama,Randolph,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.6,,,83.8,89.1,"21,989",1111,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-85.4640637 33.2964614)
13481,2020,AL,Alabama,Monroe,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,81.9,,,80.1,83.9,"19,648",1099,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-87.3832656 31.5803324)
13485,2021,AL,Alabama,Geneva,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.8,,,33.8,49.7,"26,701",1061,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-85.8210224 31.0923822)
13487,2021,AL,Alabama,Butler,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,10.0,,,8.6,11.7,"18,884",1013,HLTHOUT,COPD,CrdPrv,COPD,POINT (-86.6819689 31.751667)
13489,2021,AL,Alabama,Choctaw,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,76.9,,,71.4,81.3,"12,533",1023,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-88.2488894 31.9909539)
13494,2021,AL,Alabama,Jackson,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.8,7.2,"52,773",1071,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-85.9800556 34.764114)
13500,2021,AL,Alabama,Escambia,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,23.8,,,20.9,26.9,"36,699",1053,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-87.1684097 31.1222867)
13504,2021,AL,Alabama,Conecuh,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,8.3,,,7.3,9.4,"11,328",1035,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-86.9887221 31.4309257)
13506,2021,AL,Alabama,Conecuh,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,10.9,,,9.3,12.8,"11,328",1035,HLTHOUT,COPD,CrdPrv,COPD,POINT (-86.9887221 31.4309257)
13508,2021,AL,Alabama,Franklin,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,9.1,,,7.7,10.8,"32,013",1059,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-87.8428144 34.4419892)
13516,2021,AL,Alabama,Elmore,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.2,,,6.5,8.0,"89,304",1051,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-86.1427347 32.597229)
13517,2021,AL,Alabama,Lauderdale,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.1,,,11.2,15.4,"94,043",1077,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-87.6509966 34.9041221)
13529,2020,AL,Alabama,Mobile,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,15.8,,,11.4,20.6,"413,073",1097,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-88.1965682 30.6845725)
13536,2021,AL,Alabama,Greene,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,32.3,,,28.1,36.9,"7,629",1063,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-87.9642005 32.8444965)
13539,2021,AL,Alabama,Marion,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.5,,,7.6,9.5,"29,246",1093,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-87.881551 34.1382194)
13544,2021,AL,Alabama,Hale,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,25.3,,,22.1,28.6,"14,754",1065,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-87.6230608 32.7527958)
13550,2021,AL,Alabama,Cherokee,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,13.3,,,10.7,16.3,"24,996",1019,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-85.6542417 34.0695153)
13560,2021,AL,Alabama,Covington,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.7,,,11.7,15.7,"37,524",1039,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-86.4487206 31.2439873)
13562,2020,AL,Alabama,Walker,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.9,,,37.4,40.3,"64,818",1127,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-87.3010936 33.7915581)
13563,2021,AL,Alabama,Dale,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4.9,,,4.2,5.6,"49,342",1045,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-85.609476 31.4306536)
13566,2021,AL,Alabama,Lee,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,5.0,,,4.3,5.7,"177,218",1081,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-85.3530477 32.6040644)
13571,2021,AL,Alabama,Bibb,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,36.9,,,31.9,42.1,"22,477",1007,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-87.1271475 33.0158929)
13581,2021,AL,Alabama,Pickens,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,44.9,,,36.9,53.3,"18,801",1107,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-88.0968644 33.2968003)
13584,2021,AL,Alabama,DeKalb,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,11.4,,,9.7,13.3,"71,813",1049,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-85.8040207 34.4609148)
13588,2021,AL,Alabama,Dallas,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,8.4,,,7.2,9.7,"37,619",1047,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-87.11436 32.3335263)
13590,2021,AL,Alabama,Mobile,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,8.6,,,7.3,10.2,"413,073",1097,HLTHOUT,COPD,CrdPrv,COPD,POINT (-88.1965682 30.6845725)
13591,2021,AL,Alabama,Coffee,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,5.3,,,4.6,6.1,"54,174",1031,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-85.9896022 31.402258)
13599,2021,AL,Alabama,Winston,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,14.0,,,10.5,17.7,"23,652",1133,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-87.3653458 34.1545665)
13602,2021,AL,Alabama,Lamar,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,10.8,,,8.9,12.7,"13,689",1075,HLTHOUT,COPD,CrdPrv,COPD,POINT (-88.0874309 33.7870852)
13608,2021,AL,Alabama,Henry,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.6,,,19.4,26.5,"17,459",1067,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-85.2399712 31.5169779)
13610,2021,AL,Alabama,Perry,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,16.2,,,14.0,18.6,"8,355",1105,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-87.2938269 32.6390053)
13612,2021,AL,Alabama,Etowah,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,34.2,,,29.7,39.4,"103,162",1055,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-86.0342629 34.0476407)
13613,2021,AL,Alabama,Marengo,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,,,5.3,6.5,"18,996",1091,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-87.791091 32.2475911)
13616,2021,AL,Alabama,Chambers,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,22.8,,,18.7,27.0,"34,541",1017,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-85.3940321 32.9155039)
13621,2020,AL,Alabama,Montgomery,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,78.2,,,75.2,80.9,"227,434",1101,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-86.2044615 32.2028812)
13628,2020,AL,Alabama,Cleburne,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,37.7,,,29.8,46.0,"15,103",1029,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-85.5161261 33.6719637)
13630,2021,AL,Alabama,Limestone,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6.5,,,5.7,7.5,"107,517",1083,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-86.9813995 34.8102387)
13631,2021,AL,Alabama,Greene,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,32.3,,,28.7,36.3,"7,629",1063,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-87.9642005 32.8444965)
13632,2021,AL,Alabama,Pike,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.4,,,11.5,15.5,"32,991",1109,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-85.9416076 31.7986533)
13634,2021,AL,Alabama,Lawrence,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,21.2,,,17.5,25.6,"33,090",1079,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-87.3218651 34.529776)
13635,2021,AL,Alabama,Covington,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,18.0,,,15.5,20.6,"37,524",1039,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-86.4487206 31.2439873)
13637,2021,AL,Alabama,Elmore,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,17.8,,,15.5,20.5,"89,304",1051,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-86.1427347 32.597229)
13649,2021,AL,Alabama,Calhoun,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4.9,,,4.2,5.6,"115,972",1015,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-85.8279089 33.7705162)
13651,2021,AL,Alabama,Dallas,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,10.1,,,8.5,12.0,"37,619",1047,HLTHOUT,COPD,CrdPrv,COPD,POINT (-87.11436 32.3335263)
13658,2020,AL,Alabama,Marion,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,81.8,,,79.0,84.5,"29,246",1093,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-87.881551 34.1382194)
13659,2021,AL,Alabama,Clarke,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.4,,,35.5,51.3,"22,760",1025,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-87.8186244 31.6855211)
13670,2021,AL,Alabama,Dale,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,12.6,,,10.2,15.4,"49,342",1045,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-85.609476 31.4306536)
13672,2021,AL,Alabama,Greene,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.5,,,5.0,6.1,"7,629",1063,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-87.9642005 32.8444965)
13679,2021,AL,Alabama,Calhoun,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,83.7,,,80.5,86.8,"115,972",1015,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-85.8279089 33.7705162)
13683,2021,AL,Alabama,Tallapoosa,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,22.4,,,18.4,26.7,"41,023",1123,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-85.7996176 32.8633076)
13690,2021,AL,Alabama,Tallapoosa,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,16.7,,,14.2,19.4,"41,023",1123,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-85.7996176 32.8633076)
13696,2021,AL,Alabama,Winston,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,76.8,,,71.5,81.6,"23,652",1133,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-87.3653458 34.1545665)
13699,2020,AL,Alabama,Shelby,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,7.6,,,4.8,11.2,"226,902",1117,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-86.6780894 33.2630428)
13705,2021,AL,Alabama,Henry,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,7.9,,,6.6,9.3,"17,459",1067,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-85.2399712 31.5169779)
13707,2020,AL,Alabama,Russell,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,40.9,,,34.4,47.8,"58,722",1113,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-85.1869798 32.2898113)
13710,2021,AL,Alabama,Madison,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.3,,,5.1,7.6,"395,211",1089,HLTHOUT,COPD,CrdPrv,COPD,POINT (-86.5510802 34.7642377)
13723,2021,AL,Alabama,Coffee,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,24.1,,,20.1,28.1,"54,174",1031,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-85.9896022 31.402258)
13725,2021,AL,Alabama,Sumter,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,13.9,,,11.9,16.0,"12,164",1119,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-88.2000571 32.5974811)
13726,2021,AL,Alabama,Baldwin,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,39.2,,,35.2,43.1,"239,294",1003,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-87.7460666 30.6592183)
13735,2021,AL,Alabama,Colbert,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,9.0,,,7.5,10.9,"57,474",1033,HLTHOUT,COPD,CrdPrv,COPD,POINT (-87.8014569 34.703112)
13740,2020,AL,Alabama,Lawrence,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,82.0,,,79.7,84.3,"33,090",1079,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-87.3218651 34.529776)
13742,2021,AL,Alabama,Conecuh,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,83.5,,,80.4,86.4,"11,328",1035,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-86.9887221 31.4309257)
13747,2021,AL,Alabama,Franklin,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,18.6,,,16.0,21.4,"32,013",1059,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-87.8428144 34.4419892)
13748,2020,AL,Alabama,Sumter,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,18.5,,,14.0,23.4,"12,164",1119,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-88.2000571 32.5974811)
13750,2021,AL,Alabama,Walker,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.4,,,9.1,11.9,"64,818",1127,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-87.3010936 33.7915581)
13752,2021,AL,Alabama,Geneva,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.7,,,12.7,16.9,"26,701",1061,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-85.8210224 31.0923822)
13755,2021,AL,Alabama,Calhoun,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,81.3,,,78.4,84.1,"115,972",1015,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-85.8279089 33.7705162)
13756,2020,AL,Alabama,Elmore,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,42.8,,,35.8,50.1,"89,304",1051,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-86.1427347 32.597229)
13758,2020,AL,Alabama,Lamar,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,36.4,,,29.6,43.7,"13,689",1075,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-88.0874309 33.7870852)
13759,2021,AL,Alabama,Etowah,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,5.4,,,4.7,6.3,"103,162",1055,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-86.0342629 34.0476407)
13760,2021,AL,Alabama,Covington,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,15.1,,,12.1,18.3,"37,524",1039,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-86.4487206 31.2439873)
13762,2021,AL,Alabama,Elmore,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,8.3,,,7.0,9.6,"89,304",1051,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-86.1427347 32.597229)
13763,2021,AL,Alabama,Geneva,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,11.4,,,9.4,13.4,"26,701",1061,HLTHOUT,COPD,CrdPrv,COPD,POINT (-85.8210224 31.0923822)
13766,2021,AL,Alabama,Clay,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,9.0,,,7.8,10.3,"14,190",1027,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-85.8635254 33.2703999)
13768,2021,AL,Alabama,Jackson,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,33.7,,,28.7,39.0,"52,773",1071,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-85.9800556 34.764114)
13771,2021,AL,Alabama,Pike,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,22.1,,,18.3,26.3,"32,991",1109,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-85.9416076 31.7986533)
13774,2021,AL,Alabama,Winston,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,22.6,,,18.2,27.2,"23,652",1133,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-87.3653458 34.1545665)
13776,2021,AL,Alabama,Covington,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,10.5,,,8.7,12.5,"37,524",1039,HLTHOUT,COPD,CrdPrv,COPD,POINT (-86.4487206 31.2439873)
13785,2021,AL,Alabama,Henry,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.1,,,11.2,15.2,"17,459",1067,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-85.2399712 31.5169779)
13786,2021,AL,Alabama,Chilton,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.5,,,3.2,3.9,"45,274",1021,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-86.7266071 32.8540514)
13795,2021,AL,Alabama,Dale,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,34.1,,,29.5,39.2,"49,342",1045,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-85.609476 31.4306536)
13802,2021,AL,Alabama,Pike,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.5,7.3,"32,991",1109,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-85.9416076 31.7986533)
13804,2021,AL,Alabama,Pickens,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,4.1,,,3.7,4.5,"18,801",1107,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-88.0968644 33.2968003)
13805,2021,AL,Alabama,Wilcox,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,15.0,,,13.0,17.2,"10,446",1131,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-87.3049349 31.9900824)
13806,2021,AL,Alabama,Lowndes,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,30.5,,,26.4,34.4,"9,965",1085,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-86.6505859 32.147888)
13810,2020,AL,Alabama,Talladega,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,73.4,,,71.0,75.8,"81,524",1121,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-86.1759302 33.3693135)
13811,2021,AL,Alabama,Coosa,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,84.2,,,81.3,87.0,"10,450",1037,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-86.2434818 32.9314453)
